Trip ID,Taxi ID,Trip Start Timestamp,Trip End Timestamp,Trip Seconds,Trip Miles,Pickup Census Tract,Dropoff Census Tract,Pickup Community Area,Dropoff Community Area,Fare,Tips,Tolls,Extras,Trip Total,Payment Type,Company,Pickup Centroid Latitude,Pickup Centroid Longitude,Pickup Centroid Location,Dropoff Centroid Latitude,Dropoff Centroid Longitude,Dropoff Centroid  Location
e384a99caea50f91ad912070014df920f778972f,c797f1560410b9db343567ea7c8e4095f66ceb65800fa466623d4695efdf3151679fb9bfe88ee18d47096e518c23d9c517e741de11df233e4c4bc11da8c3d8b1,12/01/2020 12:15:00 PM,12/01/2020 12:15:00 PM,80,0.03,,,3,3,3.50,0.00,0.00,0.00,3.50,Cash,Flash Cab,41.96581197,-87.655878786,POINT (-87.6558787862 41.96581197),41.96581197,-87.655878786,POINT (-87.6558787862 41.96581197)
db672a0abb05f4480a32266cd6248264b16d4a3e,08a4a71a105655cc590f486fc71cdb4b4cd08053cf2d83082ab69b4658639c9e9e7324d36f53e8ff5aa3e04561851ec6837d82785941d5e6a907163e874dc270,12/01/2020 12:15:00 PM,12/01/2020 12:45:00 PM,1505,7.8,,,32,32,23.25,0.00,0.00,0.00,23.25,Prcard,Flash Cab,41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841),41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841)
e0bb73273a25f54b07d8ad7dbefcfa1107fe4151,07d4012ff144b8aedb7b62f94d249e835a16160124477e129b511b2af6c069407d475ef19d73d9f9f89bf049c129a4d7c3debe2963ef2a065cb11c22b4670691,12/01/2020 12:15:00 PM,12/01/2020 12:45:00 PM,1658,10.71,,,12,7,29.00,0.00,0.00,0.00,29.00,Prcard,Flash Cab,41.993930128,-87.758353588,POINT (-87.7583535876 41.9939301285),41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843)
e95cd2107d0c1a00d43b271a014042a2febc252b,6b1b1e151c90fecc87c9f51e5e607acea049dedc6c5091ce75b8960739a55d3e851502e8a32b082b7c56e3b73367f2d661372a641eab5898b89160b8a9f9b2dd,12/01/2020 12:15:00 PM,12/01/2020 12:15:00 PM,212,0.35,,,8,8,4.25,0.00,0.00,0.00,4.25,Cash,Sun Taxi,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
e71a397fbf6baf11188dd558d797475689b838a1,1f56b52fa8331c29e2db4edc37ce8938eaaf1dd3c659ed78daccdbc804be55dbf1ba5a37dd3b4b3c2e6d485e80f443600b07df0df55a19ef0184f703fbacb534,12/01/2020 12:15:00 PM,12/01/2020 12:30:00 PM,757,2.26,,,28,28,9.75,0.00,0.00,0.00,9.75,Cash,Flash Cab,41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383),41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383)
ebef99a30638b86ebc70fe1172d1ea541d457deb,e27637808fdcc919f32da6ab2329455ead04bf9b0fd5144c1ffd16a2923f1237b543ab66580ba9732739184798b1247b74206320eed5bcbe1ae0f9e6196ad10d,12/01/2020 12:15:00 PM,12/01/2020 12:45:00 PM,1440,0.8,,,43,,35.50,0.00,0.00,0.00,35.50,Unknown,Taxi Affiliation Services,41.761577908,-87.572781987,POINT (-87.5727819867 41.7615779081),,,
dc6bf4edace1612eca23bac3490f8c1e58199e21,f9f12d79733b1fa7934f8d9bd17ca1927f3c99ded1640bbd1c77ef4f0e8a5992897a445315545bedf550405a9c5bc5a9f4b8b03c7d06a1f36050a32c9733164d,12/01/2020 12:15:00 PM,12/01/2020 12:30:00 PM,720,2.2,,,32,7,9.75,0.00,0.00,0.00,9.75,Cash,Medallion Leasin,41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841),41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843)
e7e7e4ed5a1835f99cd71d7c8c934a936f4cebf9,56f2fce86600dd132681be1323fe78ce26e60f2fffe4b39130faaaad1400088ff80e2825d2ae3a916715eac62e7ce4b0a87d5abcfc755b6f75a482da43709eae,12/01/2020 12:15:00 PM,12/01/2020 01:00:00 PM,1980,0.5,,,60,43,28.75,0.00,0.00,0.00,28.75,Unknown,Taxi Affiliation Services,41.836150155,-87.648787952,POINT (-87.6487879519 41.8361501547),41.761577908,-87.572781987,POINT (-87.5727819867 41.7615779081)
e25534b0c64beee64a0cede764ce2e7910fdfd93,5eac444af144fca7873ee6adb92594ba02d1fb64a516fdb007745369b1370c7fada0c0025eed87a3d148be51f6a38d7b9a01839600f2956770eb87c27b0a4d37,12/01/2020 12:15:00 PM,12/01/2020 12:15:00 PM,14,0,,,3,3,3.25,0.00,0.00,0.00,3.25,Cash,Flash Cab,41.96581197,-87.655878786,POINT (-87.6558787862 41.96581197),41.96581197,-87.655878786,POINT (-87.6558787862 41.96581197)
fd5f13ee7f0a27afd972766b200832a4cb50ce11,0c0b18d1759f9e7dc42dcec3eaccc1531e18dce30b5cd33c3ffbffe6be238c21ead588f955e25f835b54e057f081d3442bd25e90114c08f51a4b48633dc14ef5,12/01/2020 12:15:00 PM,12/01/2020 12:45:00 PM,1560,6.2,,,8,27,20.50,0.00,0.00,0.00,20.50,Unknown,Taxi Affiliation Services,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.878914496,-87.70589713,POINT (-87.7058971305 41.8789144956)
f2e8ab2fa67cd82babfe7e318b740b1a69d533b9,7274daf07dd4da878465e03ee2f72165d7e044bcde1c2c0c6ae74a0cc1626b8f4bbf895d70b18d522bc2be82dd058ea0a35e9105b3aed6dd912916bd170981d9,12/01/2020 12:15:00 PM,12/01/2020 12:30:00 PM,559,1.9,,,,48,8.50,0.00,0.00,0.00,8.50,Prcard,Flash Cab,,,,41.729676423,-87.572717134,POINT (-87.5727171342 41.7296764229)
fb73797f3d34d301060a36f33de8e69ef10ed755,7f20c412f89ae0eb1d6f7619fda46d6f55da10c4b25bb5e829eab60270c32e92fba865b2cfc2aaf4ab9ad00ce32d82aed6f044d23d0d84dd372cd334508a4649,12/01/2020 12:15:00 PM,12/01/2020 12:15:00 PM,526,1.76,,,8,7,8.00,2.00,0.00,0.00,10.50,Credit Card,Sun Taxi,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843)
ee7cba79ce395ab6a0189662b757baaa47a9fe4c,65f42dfde0c75a7feb7133d394bff7140ae249ca450a0139f959c0d11b79c4735300aa105037d75b3bca03f9f531dab253b49acde21edd76e5ada583a5b34124,12/01/2020 12:15:00 PM,12/01/2020 12:45:00 PM,1320,6,,,32,27,18.00,0.00,0.00,0.00,18.00,Cash,Globe Taxi,41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841),41.878914496,-87.70589713,POINT (-87.7058971305 41.8789144956)
f6a806d63968002dbcfd35b7bb6634ac428043c7,07a82232d832859a7dcb1c40846bb3e21acb2c84755ef64d3cf349674bf1cf057582e21b50b2f5ac9c97e8cecd808912cff26ee1b048f47af3554a48a7e956d1,12/01/2020 12:15:00 PM,12/01/2020 12:15:00 PM,720,3.6,,,53,73,12.00,0.00,0.00,0.00,12.00,Credit Card,Taxi Affiliation Services,41.673819904,-87.635739777,POINT (-87.6357397768 41.6738199043),41.717493036,-87.648895072,POINT (-87.6488950721 41.7174930361)
fff8dbe5063890ed2ed91282cf01b186b51dadaa,279e6ef4129260b19e953938f5ca14fba369cbd6db1f06b0609470a96544c33bb6543e5edfbd300a3e098960531aee298b798c7d7fbbcd2cbdc5a6ec5c8818c4,12/01/2020 12:15:00 PM,12/01/2020 12:30:00 PM,1560,11.1,,,28,43,30.75,0.00,0.00,0.00,30.75,Cash,Taxi Affiliation Services,41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383),41.761577908,-87.572781987,POINT (-87.5727819867 41.7615779081)
f502fb1fa0c1be235fb93dd2ba765613d505474f,c8d54c218b94d091de91c543a7a9884778bed1c407010604640af671428bb8e775bf465f6576638a7201ed299e0f1bb16fcb9a55edb4cd49d2f49e58aaa72e91,12/01/2020 12:15:00 PM,12/01/2020 12:15:00 PM,161,0.27,,,6,6,4.00,0.00,0.00,0.00,4.00,Cash,Flash Cab,41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
f45fcb864064d861c45e8bc26271e5e90cf6eafa,edd72a023f2bffadbf0081c4bb036a7137fec79c3e9ce49125d9e5433be96896d5adf0ff5c5bae96d42d4e4c549cbfaed607629be4e7ff09649b67ad2c02e044,12/01/2020 12:15:00 PM,12/01/2020 01:00:00 PM,2027,6.14,,,6,28,21.50,0.00,0.00,0.00,21.50,Prcard,Flash Cab,41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014),41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383)
ffca257bf2c7a15f7bea0917bc9856b46a8b5722,b7c6b5a428fe506020616ac0ec9e78e763965c4e26aedb655425edf18abdb0657ca0ad284812692584c7283f01649b91ed3ac1a35541636abf42413e2a905828,12/01/2020 12:15:00 PM,12/01/2020 12:15:00 PM,420,1.8,,,4,2,8.00,0.00,0.00,0.00,8.00,Cash,Taxi Affiliation Services,41.975170943,-87.687515515,POINT (-87.6875155152 41.9751709433),42.001571027,-87.695012589,POINT (-87.6950125892 42.001571027)
f7c024f26be26203b8a973ae30560223d025a898,b41adca9ab700712805f97bb45aa12c1163013bc7c842c946e034c4b42014ffed9b5ba923ab8f846d720e4e62c61d5717ce0df2bbf7b5f26c83327618f3da329,12/01/2020 12:15:00 PM,12/01/2020 12:30:00 PM,883,2.15,,,75,49,10.25,0.00,0.00,0.00,10.25,Prcard,Flash Cab,41.689729914,-87.669054403,POINT (-87.6690544032 41.6897299145),41.706587882,-87.623366512,POINT (-87.6233665115 41.7065878819)
f786916bcd4ed282b7ee314df823e04ab1346763,f6278bee69dff0de5ec4da1ef85f90c18ce0bf54045fb901c84c6f92ea64568648a52ea7d712236d3a98b25bdd10d0eaf02e91cc08d892e1774c96d27d3e9e34,12/01/2020 12:15:00 PM,12/01/2020 12:30:00 PM,780,6.5,,,44,38,18.75,0.00,0.00,0.00,18.75,Unknown,Taxi Affiliation Services,41.740205756,-87.615969523,POINT (-87.6159695226 41.7402057565),41.812948939,-87.617859676,POINT (-87.6178596758 41.8129489392)
ef80505ff64864970ea0e36a2c7a3fb9b2c6c4ef,b5bf5d282fa4191c68fe6552ccd45134162eacba69b016546bf50c530a3e16106cbe935615d58f34229d3a1956e6654baca3a01758345e388979d016a6a54494,12/01/2020 12:15:00 PM,12/01/2020 12:30:00 PM,840,0,,,32,38,16.25,0.00,0.00,0.00,16.25,Credit Card,Taxi Affiliation Services,41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841),41.812948939,-87.617859676,POINT (-87.6178596758 41.8129489392)
f03d9d7bf4e0e285227af0ec9c0a3f0f0cb9f54b,218790a7563abfd8184bd51698288b150ff3d8ee3c403911d5188a3f57ad7656931bcaa3021b2609b68cd847787a28b7228c9aa8342df7ab92fd2338c765d779,12/01/2020 12:15:00 PM,12/01/2020 12:30:00 PM,1193,5.21,,,16,3,16.75,0.00,0.00,0.00,16.75,Cash,Flash Cab,41.953582125,-87.72345239,POINT (-87.7234523905 41.9535821253),41.96581197,-87.655878786,POINT (-87.6558787862 41.96581197)
fee36a215e03a680c017534f6884cdb513842907,9cd1266b95309c8284b2603dd68f0c3d2f708c3d1f48798a79e44fabf952dc64b91a0301529a4d879df1a7cd66c5fb55fe8f61a510c6f8d3df53a5c8ea875fb9,12/01/2020 12:15:00 PM,12/01/2020 12:30:00 PM,996,2.45,,,4,14,11.50,0.00,0.00,0.00,11.50,Cash,Flash Cab,41.975170943,-87.687515515,POINT (-87.6875155152 41.9751709433),41.968069,-87.721559063,POINT (-87.7215590627 41.968069)
12bfff0b8b44a5ee4410513997f1e9a2cc3b5b14,f19677875bae72f431e9e35abbf3fd29aedd79e11f2f04812f96ae4f7cc4cd260e4902a8d3a03ffff9c4ecbb3db67e51070e5097c1125c0c6c67d42a743b4b35,12/01/2020 12:30:00 PM,12/01/2020 12:45:00 PM,363,2.14,,,77,3,8.25,0.00,0.00,0.00,8.25,Prcard,Flash Cab,41.9867118,-87.663416405,POINT (-87.6634164054 41.9867117999),41.96581197,-87.655878786,POINT (-87.6558787862 41.96581197)
07decd9ab691df49af0888c1d40df0a658730b9b,fb0ce19e30e712c77c57cfdb6ef729c2d2ad73225d9ec3b541ddab78f8a281a073a93fd94232bb4c2397cade115fb3727045daeb602fcefd00df53cf6da9d563,12/01/2020 12:30:00 PM,12/01/2020 01:15:00 PM,2118,3.71,,,51,50,18.25,0.00,0.00,0.00,18.25,Prcard,Flash Cab,41.690633347,-87.570058269,POINT (-87.5700582686 41.6906333472),41.706125752,-87.598255838,POINT (-87.5982558383 41.7061257523)
06bddc4acdf3d8ef8679228ebad5afed663aea9b,ab44501ecc8f9ff89c3550d26b04014a7f70640b0691cf9a8845d90f6f237b4591f32cb1147b79777c45a650d4b872b0cab9e0a757cae22b5ad9e364846bcac1,12/01/2020 12:30:00 PM,12/01/2020 12:45:00 PM,640,5.05,,,32,27,15.50,0.00,0.00,0.00,15.50,Prcard,Sun Taxi,41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841),41.878914496,-87.70589713,POINT (-87.7058971305 41.8789144956)
0458f5ff66714f53e8996ec4625ad4d1ce7059a3,daf26343c74ba7742cf4ea2c61ffbff2209dd45f36a89170faffd57b2b00ee57748a7c11a17b9e9a70b1a2629311702775ebd71d819c3f86dffdfa2a72d15831,12/01/2020 12:30:00 PM,12/01/2020 12:45:00 PM,600,0.2,,,6,8,12.50,0.00,0.00,0.00,12.50,Unknown,Taxi Affiliation Services,41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
080c14122223679ce92da160bd59e28204e146b9,ba7644ef7e3d92769dc2425a5fda5fe4527f9f08326daaacf89585f09a49a53f75cb0430349ae3ddfc0440d1deca1b03786cdc1195ad92b25f21a730d5b455b8,12/01/2020 12:30:00 PM,12/01/2020 12:30:00 PM,463,0.93,,,5,21,6.00,0.00,0.00,0.00,6.00,Cash,Flash Cab,41.947791586,-87.683834942,POINT (-87.6838349425 41.9477915865),41.938666196,-87.711210593,POINT (-87.7112105933 41.9386661962)
1016f4e7c78301e801a91f6212f0698d9f3671ce,38c32bfda2f77c2a57f33a9e3fcf7edb8e996f59bc22547aa03f7562e4bbb74e8f299ccf132f57bf4b2f7d55d92e41ee00cb254b58b689570c69ec516bfb5ff6,12/01/2020 12:30:00 PM,12/01/2020 12:45:00 PM,463,0.65,,,6,6,6.00,0.00,0.00,1.00,7.00,Cash,Flash Cab,41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
079334c334aed578ded3627fc49572de302f1c1d,7451df09e230673241da1f39213f5f18725f1d02631bae0c987a67fde99c6876dac1335d8714f59ef6582d414720fb7f9165465ebd5c7b1f1c4728e8c8d402d9,12/01/2020 12:30:00 PM,12/01/2020 12:45:00 PM,900,5.8,,,76,,17.50,0.00,0.00,13.00,30.50,Cash,"Taxicab Insurance Agency, LLC",41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),,,
1548137791f9fe0c1280b6aeadbd2de83bbcf7e6,eb0f2345fdcb97ed52105cd4044ae6e3302eb4253ff9d804a0315deee7dc96462c233ee45be74d33d1560159854cef22fb70868070a162172d52876392cc948c,12/01/2020 12:30:00 PM,12/01/2020 12:45:00 PM,624,2.93,,,42,41,11.00,0.00,0.00,0.00,11.00,Prcard,Flash Cab,41.77887686,-87.594925439,POINT (-87.5949254391 41.7788768603),41.794090253,-87.592310855,POINT (-87.592310855 41.794090253)
0ec332bd7e97233887d5fe680df09bb3d96c3fcb,841f99fdfdf5cedb4f5fc9a7b5e543b003bf736e7bbe144ccfc57e724b35ec521e8c6a4d0220de18d7fdf85b5a3be686f16a852d1e377e95b4c71bdc9beff97b,12/01/2020 12:30:00 PM,12/01/2020 12:30:00 PM,509,2.19,,,8,32,9.00,0.00,0.00,0.00,9.00,Cash,Flash Cab,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841)
13e47f1c0830deacb0709ea95883d1a5242e0096,c8d54c218b94d091de91c543a7a9884778bed1c407010604640af671428bb8e775bf465f6576638a7201ed299e0f1bb16fcb9a55edb4cd49d2f49e58aaa72e91,12/01/2020 12:30:00 PM,12/01/2020 12:45:00 PM,512,1.82,,,5,16,8.25,0.00,0.00,0.00,8.25,Cash,Flash Cab,41.947791586,-87.683834942,POINT (-87.6838349425 41.9477915865),41.953582125,-87.72345239,POINT (-87.7234523905 41.9535821253)
11f0a20d7c4498ec1b9c539caa85c445278509a7,b837a3f9280dd9a341bc0b27bf3accd872f598a20d9714cc74bac83f85b7be099ce678d6c0979d2b3fb683e7a94f0e6f6b1a236ffb36b4868c29350441adf64e,12/01/2020 12:30:00 PM,12/01/2020 12:45:00 PM,1260,0,,,6,4,15.75,0.00,0.00,0.00,15.75,Cash,Taxi Affiliation Services,41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014),41.975170943,-87.687515515,POINT (-87.6875155152 41.9751709433)
11a525d1bf8fb87f30cda5062151c9ae89da9ddd,4c06f4d6622cc4aecd182ded5c68ec252842a98a41c8b750c9d85f94e0148edad9237beff6f45deea615ea5aa8e7f96629fbd405b8419e6f0be0738dc8286f22,12/01/2020 12:30:00 PM,12/01/2020 12:45:00 PM,1320,0.4,,,71,62,20.00,0.00,0.00,0.00,20.00,Unknown,Taxi Affiliation Services,41.744205146,-87.656305986,POINT (-87.6563059862 41.7442051463),41.792981903,-87.724208194,POINT (-87.7242081939 41.7929819032)
23c7e9fe29d9a383e99fc1ff84705ed42c992c15,ef61b7f5a0c63c64a80a8d2e450151dab754591f5d906bee1ed6c96f6e676201e82efe59b1f9eb88aa35d1a7988156d44f84b613638c8bdda00af986fb193a81,12/01/2020 12:30:00 PM,12/01/2020 01:00:00 PM,1840,2.1,,,32,8,12.50,3.90,0.00,0.00,16.90,Credit Card,City Service,41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
2a5649d57fc02d6d8debd88d720d4f6c1debbc84,c6e0071dc1db129271f6d4833953bb62bd466a9aed33300620da9672656820ee26fc53346d5ddac565f783b3e1d9e54e55fa95ddaab38064dab331f8197822fd,12/01/2020 12:30:00 PM,12/01/2020 12:45:00 PM,900,11.9,,,32,28,31.25,0.00,0.00,0.00,31.25,Unknown,Taxi Affiliation Services,41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841),41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383)
1c1d3f61b16c5e3c484444c91767577870a45ebb,180b2a6d689cccad88413fb5ad24145cee508ea5269a4fe5af48cfe631372d276a6a3a95a0380ab58f055ce89f47c6f5ac280beec2c151000819365012aef9a3,12/01/2020 12:30:00 PM,12/01/2020 01:00:00 PM,1860,7.4,,,7,2,23.25,0.00,0.00,0.00,23.25,Cash,Taxi Affiliation Services,41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843),42.001571027,-87.695012589,POINT (-87.6950125892 42.001571027)
1ce256f61b63d432e98cae3c7e30a1e2c4b71001,2e7b1c84854595d0ec5ce66a73c5947c64d1eae4a017e86047eccd94bf8b22af446d6911b28515c454d1cdf81204563f9762db89c1b81ac6adebaae14223597d,12/01/2020 12:30:00 PM,12/01/2020 12:30:00 PM,77,0,,,28,28,3.25,0.00,0.00,0.00,3.25,Cash,Flash Cab,41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383),41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383)
213ff01711743dd00522beaf2e99f0772bdf0de3,b83ba3da1a4bc2a686d885ec2f802c3f256c518d93816ce9cf5322c1ab057d8ca4a6ad2891d6c2a5b311f1ed0e48c85720d20e1d7b20d77f50e15b94fe0a4625,12/01/2020 12:30:00 PM,12/01/2020 12:45:00 PM,480,1,,,8,8,6.50,2.00,0.00,0.00,8.50,Credit Card,Taxi Affiliation Services,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
245b90c970c04e98fbb820e94940b21d480d64f3,bec564bc76ead09ce3ff6220d91e4e0a1b7432a5dbeb76772259ac018af8e654b9898cf240da139399a0d5f6bdceebd4d3bbcda7bb711df2b53490d9b30087ea,12/01/2020 12:30:00 PM,12/01/2020 12:45:00 PM,1200,0.2,,,19,24,15.25,0.00,0.00,0.00,15.25,Cash,Taxi Affiliation Services,41.927260956,-87.765501609,POINT (-87.7655016086 41.9272609555),41.901206994,-87.676355989,POINT (-87.6763559892 41.9012069941)
1eebc429b31d5a1fed06ce9df0fa012980fd9448,ed631d46e4dbab43d42b2f661b91adca7f69e719b27427f33f399db421fc96670fe0bf19843918b48296f35e43899dbf7a54b45ef7398b315bc98be221c0324d,12/01/2020 12:30:00 PM,12/01/2020 12:30:00 PM,82,0.37,,,6,5,0.00,0.00,0.00,0.00,0.00,Cash,Flash Cab,41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014),41.947791586,-87.683834942,POINT (-87.6838349425 41.9477915865)
2777065b8961e6433b2bfcc1b890eedd6b006fe2,801a88bdc9b7cfb40a8e4ad3f7f4322bef633c5f645e20cf64e39b18070f19ca91929aaed394eed30eea96c1278bdab55a931be6fc5128ec49eb0e106f424044,12/01/2020 12:30:00 PM,12/01/2020 12:45:00 PM,1080,8.5,,,42,32,24.25,0.00,0.00,0.00,24.25,Unknown,Taxi Affiliation Services,41.77887686,-87.594925439,POINT (-87.5949254391 41.7788768603),41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841)
173f7096ff17725984941957714824d5190cbb7a,a31d2ea87ea4f5a4793c30f84f000b0c6aad4cd956f6ea73b5628ebd509d47a7d051a0b7ccd201a550c236c42ed6e19ce5efbd4caa4bf2d1fcd77827b64b39f9,12/01/2020 12:30:00 PM,12/01/2020 12:45:00 PM,899,3.26,,,21,4,12.00,0.00,0.00,0.00,12.00,Cash,Flash Cab,41.938666196,-87.711210593,POINT (-87.7112105933 41.9386661962),41.975170943,-87.687515515,POINT (-87.6875155152 41.9751709433)
20799f85a6d3720e5363727fd03069e5b805cca3,52cfee58bdd389e10379d8956eb4e5a57b8cf8777f8720299e97d00f6bed7ce39b10cf613332660c34862f901db90efc001f583a57776c63e4066906cbe09232,12/01/2020 12:30:00 PM,12/01/2020 01:15:00 PM,2460,17.2,,,56,4,44.75,7.00,0.00,4.00,55.75,Credit Card,Top Cab Affiliation,41.79259236,-87.769615453,POINT (-87.7696154528 41.7925923603),41.975170943,-87.687515515,POINT (-87.6875155152 41.9751709433)
205ece0d16fc22ce18e07e67eafb57651a0404ed,1de191ccc486f8d0e0e6b25a03d592e58ed4511cfed79e912c895802cb808ea9a2d609cc77a536d7ad6431160a92d39dc6b79ec88381059d540f95215364582e,12/01/2020 12:30:00 PM,12/01/2020 12:30:00 PM,0,0,,,61,61,3.25,0.00,0.00,0.00,3.25,Cash,Taxi Affiliation Services,41.80901825,-87.659166599,POINT (-87.6591665992 41.8090182499),41.80901825,-87.659166599,POINT (-87.6591665992 41.8090182499)
2924522c558e82aac370910c2ae8a1d0eca98b93,2b4a8f4987a1230a1c6dd6212e33e1b58e7b7a513a93f4ac38baf75f321968e38ec65368efae951621c82cab9c5e85ad8866422a5d39a3dc7c0c9b5b09286e4f,12/01/2020 12:30:00 PM,12/01/2020 12:30:00 PM,360,0,,,8,8,6.00,2.00,0.00,0.00,8.00,Credit Card,Taxi Affiliation Services,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
2fc207aa2cd57b7b96a0b8890ef71e913b1cc62c,c19109878e8ba25e09c0e464f8972f146c9d07502de920483fdbf2ef6686a35003a397903f3c330b3ee8f14feb74f29cb8a294bd950e9af6fed94b9dbc267aae,12/01/2020 12:30:00 PM,12/01/2020 12:30:00 PM,384,0.76,,,7,6,5.75,1.00,0.00,0.00,7.25,Credit Card,Flash Cab,41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
404b95b983186f1418e401b4136d87ed75fc648d,3f6562a2a18861cf21a21101c14cc91dd7c4d72cdce80f3252c67c3ddf96b1a2546c01536f3c9adc5c13fa75b274398ca154d7a4bdc41fc99f768d8801f6bdfe,12/01/2020 12:30:00 PM,12/01/2020 01:00:00 PM,1743,5.65,,,3,22,19.50,0.00,0.00,0.00,19.50,Prcard,24 Seven Taxi,41.96581197,-87.655878786,POINT (-87.6558787862 41.96581197),41.92276062,-87.699155343,POINT (-87.6991553432 41.9227606205)
3fc48ed765341d3c79ab2107f2c65340fdffc42a,b96f0ba0e44d7ebbd86bcd1a4e7c527f21cc512f511baeed8ce0c234dd39ce2d3fb0757c209120ae6efe9aa1bf16286fecfc68ece587a511713fd0004e4fae35,12/01/2020 12:30:00 PM,12/01/2020 12:45:00 PM,660,0,17031081401,17031320100,8,32,7.75,0.00,0.00,0.00,7.75,Cash,Taxi Affiliation Services,41.89503345,-87.619710672,POINT (-87.6197106717 41.8950334495),41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918)
301524ed9f8c51c6e3b61c8154b8458f9a268c40,23b9866f90ca40c6f83dad34292294e07e864e5b284a7dafa6f67d060a9b3be73864c1e4cf8d8a7da2b6bbb1935c02f812d38f1556e56be6de4a5b9917507105,12/01/2020 12:30:00 PM,12/01/2020 12:30:00 PM,180,0,17031081401,17031320100,8,32,5.25,2.00,0.00,0.00,7.25,Credit Card,Taxi Affiliation Services,41.89503345,-87.619710672,POINT (-87.6197106717 41.8950334495),41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918)
365c09588bd2e427d4a13c612d3bea19b531fce3,4e2f65a7aa0041c47a12b57b49aa592b2145daacdfe37adcf2a2df2fe85c58c7fa7aaa686b0ee9e2ca60bd47825680cd83740f30a10377a961fa896101056c86,12/01/2020 12:30:00 PM,12/01/2020 12:45:00 PM,540,0,,,,,8.00,0.00,0.00,1.00,9.00,Cash,Taxi Affiliation Services,,,,,,
30f5d06bb94f9e8294ce14f5825927533e385803,c8d54c218b94d091de91c543a7a9884778bed1c407010604640af671428bb8e775bf465f6576638a7201ed299e0f1bb16fcb9a55edb4cd49d2f49e58aaa72e91,12/01/2020 12:30:00 PM,12/01/2020 12:45:00 PM,563,1.83,,,5,21,8.25,0.00,0.00,0.00,8.25,Prcard,Flash Cab,41.947791586,-87.683834942,POINT (-87.6838349425 41.9477915865),41.938666196,-87.711210593,POINT (-87.7112105933 41.9386661962)
50c6e978a599515e82a85356fac6279fa8f7712c,c7124fa9d2cf60c883f6a53293407b9e7c5100176cd25afba08031e70991c73bc33743074bf3e6198a0b5848bc2faef4ef6e87839787d983bb2cd85c2d81b2b4,12/01/2020 12:30:00 PM,12/01/2020 12:45:00 PM,980,3.29,,,8,8,12.75,0.00,0.00,0.00,12.75,Cash,Flash Cab,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
